"Time [ms]","StrandedLoss [kW]"
0,7.08320855762825
0.04,7.08320855752482
0.08,7.08320855741943
0.12,7.08320855731248
0.16,7.0832085572044
0.2,7.08320855709563
0.24,7.08320855698658
0.28,7.08320855687768
0.32,7.08320855676938
0.36,7.0832085566621
0.4,7.08320855655625
0.44,7.08320855645225
0.48,7.08320855635053
0.52,7.08320855625146
0.56,7.08320855615547
0.6,7.0832085560629
0.64,7.08320855597415
0.68,7.08320855588954
0.72,7.08320855580943
0.76,7.08320855573412
0.8,7.08320855566391
0.84,7.08320855559908
0.88,7.08320855553988
0.92,7.08320855548654
0.96,7.08320855543929
1,7.0832085553983
1.04,7.08320855536374
1.08,7.08320855533574
1.12,7.08320855531442
1.16,7.08320855529984
1.2,7.08320855529209
1.24,7.08320855529117
1.28,7.08320855529711
1.32,7.08320855530987
1.36,7.08320855532942
1.4,7.08320855535565
1.44,7.08320855538849
1.48,7.08320855542779
1.52,7.0832085554734
1.56,7.08320855552514
1.6,7.0832085555828
1.64,7.08320855564616
1.68,7.08320855571497
1.72,7.08320855578896
1.76,7.08320855586784
1.8,7.08320855595128
1.84,7.08320855603897
1.88,7.08320855613055
1.92,7.08320855622568
1.96,7.08320855632395
2,7.08320855642501
2.04,7.08320855652844
2.08,7.08320855663384
2.12,7.0832085567408
2.16,7.08320855684886
2.2,7.08320855695764
2.24,7.08320855706668
2.28,7.08320855717558
2.32,7.08320855728389
2.36,7.08320855739117
2.4,7.08320855749702
2.44,7.08320855760101
2.48,7.08320855770274
2.52,7.0832085578018
2.56,7.08320855789779
2.6,7.08320855799036
2.64,7.08320855807911
2.68,7.08320855816371
2.72,7.08320855824383
2.76,7.08320855831915
2.8,7.08320855838936
2.84,7.08320855845419
2.88,7.08320855851339
2.92000000000001,7.08320855856672
2.96000000000001,7.08320855861397
3.00000000000001,7.08320855865497
3.04000000000001,7.08320855868952
3.08000000000001,7.08320855871753
3.12000000000001,7.08320855873886
3.16000000000001,7.08320855875341
3.20000000000001,7.08320855876118
3.24000000000001,7.08320855876209
3.28000000000001,7.08320855875615
3.32000000000001,7.08320855874338
3.36000000000001,7.08320855872384
3.40000000000001,7.0832085586976
3.44000000000001,7.08320855866478
3.48000000000001,7.08320855862547
3.52000000000001,7.08320855857986
3.56000000000001,7.08320855852812
3.60000000000001,7.08320855847046
3.64000000000001,7.0832085584071
3.68000000000001,7.08320855833829
3.72000000000001,7.08320855826431
3.76000000000001,7.08320855818543
3.80000000000001,7.08320855810198
3.84000000000001,7.08320855801429
3.88000000000001,7.08320855792271
3.92000000000001,7.08320855782759
3.96000000000001,7.08320855772931
4.00000000000001,7.08320855762824
4.04000000000001,7.08320855752482
4.08000000000001,7.08320855741942
4.12000000000001,7.08320855731248
4.16000000000001,7.08320855720439
4.20000000000001,7.08320855709563
4.24000000000001,7.08320855698658
4.28000000000001,7.08320855687768
4.32000000000001,7.08320855676939
4.36000000000001,7.08320855666209
4.40000000000001,7.08320855655624
4.44000000000001,7.08320855645225
4.48000000000001,7.08320855635053
4.52000000000001,7.08320855625146
4.56000000000001,7.08320855615547
4.60000000000001,7.08320855606291
4.64000000000001,7.08320855597415
4.68000000000001,7.08320855588955
4.72000000000001,7.08320855580943
4.76000000000001,7.08320855573413
4.80000000000001,7.08320855566391
4.84000000000001,7.08320855559907
4.88000000000001,7.08320855553988
4.92000000000001,7.08320855548654
4.96000000000001,7.0832085554393
5.00000000000001,7.0832085553983
5.04000000000001,7.08320855536374
5.08000000000001,7.08320855533574
5.12000000000001,7.08320855531442
5.16000000000001,7.08320855529984
5.20000000000001,7.08320855529208
5.24000000000001,7.08320855529118
5.28000000000001,7.08320855529712
5.32000000000001,7.08320855530988
5.36000000000001,7.08320855532942
5.40000000000001,7.08320855535566
5.44000000000001,7.0832085553885
5.48000000000001,7.08320855542779
5.52000000000001,7.08320855547341
5.56000000000001,7.08320855552514
5.60000000000001,7.0832085555828
5.64000000000001,7.08320855564616
5.68000000000001,7.08320855571497
5.72000000000001,7.08320855578896
5.76000000000001,7.08320855586783
5.80000000000001,7.08320855595128
5.84000000000001,7.08320855603896
5.88000000000001,7.08320855613055
5.92000000000001,7.08320855622567
5.96000000000001,7.08320855632396
6.00000000000001,7.08320855642501
6.04000000000001,7.08320855652844
6.08000000000001,7.08320855663384
6.12000000000001,7.08320855674078
6.16000000000001,7.08320855684886
6.20000000000001,7.08320855695764
6.24000000000001,7.08320855706669
6.28000000000001,7.08320855717558
6.32000000000001,7.08320855728388
6.36000000000001,7.08320855739116
6.40000000000001,7.08320855749702
6.44000000000001,7.08320855760101
6.48000000000001,7.08320855770273
6.52000000000001,7.0832085578018
6.56000000000001,7.0832085578978
6.60000000000001,7.08320855799036
6.64000000000001,7.08320855807912
6.68000000000001,7.08320855816372
6.72000000000002,7.08320855824383
6.76000000000002,7.08320855831914
6.80000000000002,7.08320855838936
6.84000000000002,7.0832085584542
6.88000000000002,7.08320855851339
6.92000000000002,7.08320855856672
6.96000000000002,7.08320855861398
7.00000000000002,7.08320855865496
7.04000000000002,7.08320855868952
7.08000000000002,7.08320855871753
7.12000000000002,7.08320855873886
7.16000000000002,7.08320855875343
7.20000000000002,7.08320855876118
7.24000000000002,7.08320855876209
7.28000000000002,7.08320855875615
7.32000000000002,7.08320855874338
7.36000000000002,7.08320855872384
7.40000000000002,7.0832085586976
7.44000000000002,7.08320855866479
7.48000000000002,7.08320855862548
7.52000000000002,7.08320855857987
7.56000000000002,7.08320855852813
7.60000000000002,7.08320855847046
7.64000000000002,7.0832085584071
7.68000000000002,7.0832085583383
7.72000000000002,7.08320855826432
7.76000000000002,7.08320855818544
7.80000000000002,7.08320855810199
7.84000000000002,7.0832085580143
7.88000000000002,7.08320855792272
7.92000000000002,7.0832085578276
7.96000000000002,7.08320855772931
8.00000000000002,7.08320855762826
8.04000000000002,7.08320855752482
8.08000000000002,7.08320855741943
8.12000000000002,7.08320855731248
8.16000000000002,7.0832085572044
8.20000000000002,7.08320855709563
8.24000000000002,7.08320855698657
8.28000000000002,7.08320855687769
8.32000000000002,7.08320855676938
8.36000000000002,7.08320855666209
8.40000000000002,7.08320855655624
8.44000000000002,7.08320855645224
8.48000000000002,7.08320855635052
8.52000000000002,7.08320855625147
8.56000000000002,7.08320855615547
8.60000000000002,7.08320855606291
8.64000000000002,7.08320855597415
8.68000000000002,7.08320855588954
8.72000000000002,7.08320855580942
8.76000000000002,7.08320855573411
8.80000000000002,7.08320855566391
8.84000000000002,7.08320855559908
8.88000000000002,7.08320855553988
8.92000000000002,7.08320855548654
8.96000000000002,7.08320855543928
9.00000000000002,7.08320855539829
9.04000000000002,7.08320855536373
9.08000000000002,7.08320855533573
9.12000000000002,7.08320855531441
9.16000000000002,7.08320855529984
9.20000000000002,7.08320855529209
9.24000000000002,7.08320855529117
9.28000000000002,7.08320855529711
9.32000000000002,7.08320855530987
9.36000000000002,7.08320855532942
9.40000000000002,7.08320855535566
9.44000000000002,7.08320855538849
9.48000000000002,7.08320855542779
9.52000000000002,7.0832085554734
9.56000000000002,7.08320855552514
9.60000000000002,7.0832085555828
9.64000000000002,7.08320855564616
9.68000000000002,7.08320855571497
9.72000000000002,7.08320855578896
9.76000000000002,7.08320855586782
9.80000000000002,7.08320855595127
9.84000000000002,7.08320855603896
9.88000000000002,7.08320855613055
9.92000000000002,7.08320855622567
9.96000000000002,7.08320855632395
10,7.08320855642501
10.04,7.08320855652845
10.08,7.08320855663384
10.12,7.08320855674079
10.16,7.08320855684887
10.2,7.08320855695764
10.24,7.08320855706669
10.28,7.08320855717558
10.32,7.08320855728389
10.36,7.08320855739117
10.4,7.08320855749703
10.44,7.08320855760102
10.48,7.08320855770274
10.52,7.08320855780181
10.56,7.08320855789781
10.6,7.08320855799037
10.64,7.08320855807912
10.68,7.08320855816372
10.72,7.08320855824385
10.76,7.08320855831915
10.8,7.08320855838937
10.84,7.08320855845419
10.88,7.0832085585134
10.92,7.08320855856673
10.96,7.08320855861398
11,7.08320855865498
11.04,7.08320855868953
11.08,7.08320855871753
11.12,7.08320855873887
11.16,7.08320855875344
11.2,7.08320855876119
11.24,7.08320855876209
11.28,7.08320855875615
11.32,7.08320855874339
11.36,7.08320855872384
11.4,7.08320855869761
11.44,7.08320855866478
11.48,7.08320855862548
11.52,7.08320855857986
11.56,7.08320855852813
11.6,7.08320855847046
11.64,7.0832085584071
11.68,7.0832085583383
11.72,7.08320855826432
11.76,7.08320855818544
11.8,7.08320855810199
11.84,7.08320855801431
11.88,7.08320855792271
11.92,7.08320855782759
11.96,7.08320855772931
12,7.08320855762826
12.04,7.08320855752482
12.08,7.08320855741942
12.12,7.08320855731247
12.16,7.0832085572044
12.2,7.08320855709562
12.24,7.08320855698657
12.28,7.08320855687769
12.32,7.08320855676938
12.36,7.08320855666209
12.4,7.08320855655624
12.44,7.08320855645225
12.48,7.08320855635052
12.52,7.08320855625146
12.56,7.08320855615546
12.6,7.08320855606291
12.64,7.08320855597415
12.68,7.08320855588954
12.72,7.08320855580943
12.76,7.08320855573412
12.8,7.0832085556639
12.84,7.08320855559907
12.88,7.08320855553988
12.92,7.08320855548654
12.96,7.08320855543929
13,7.0832085553983
13.04,7.08320855536373
13.08,7.08320855533573
13.12,7.0832085553144
13.16,7.08320855529984
13.2,7.08320855529208
13.24,7.08320855529117
13.28,7.08320855529711
13.32,7.08320855530988
13.36,7.08320855532942
13.4,7.08320855535566
13.44,7.08320855538849
13.48,7.08320855542779
13.52,7.0832085554734
13.56,7.08320855552513
13.6,7.0832085555828
13.64,7.08320855564616
13.68,7.08320855571498
13.72,7.08320855578896
13.76,7.08320855586782
13.8,7.08320855595128
13.84,7.08320855603896
13.88,7.08320855613054
13.92,7.08320855622567
13.96,7.08320855632395
14,7.08320855642501
14.04,7.08320855652845
14.08,7.08320855663384
14.12,7.08320855674079
14.16,7.08320855684887
14.2,7.08320855695764
14.24,7.08320855706669
14.28,7.08320855717558
14.32,7.08320855728389
14.36,7.08320855739117
14.4,7.08320855749702
14.44,7.08320855760102
14.48,7.08320855770274
14.52,7.08320855780181
14.56,7.0832085578978
14.6,7.08320855799035
14.64,7.08320855807912
14.68,7.08320855816372
14.72,7.08320855824384
14.76,7.08320855831916
14.8,7.08320855838936
14.84,7.0832085584542
14.88,7.0832085585134
14.92,7.08320855856673
14.96,7.08320855861398
15,7.08320855865497
15.04,7.08320855868953
15.08,7.08320855871752
15.12,7.08320855873885
15.16,7.08320855875343
15.2,7.08320855876118
15.24,7.08320855876209
15.28,7.08320855875615
15.32,7.08320855874339
15.36,7.08320855872384
15.4,7.0832085586976
15.44,7.08320855866478
15.48,7.08320855862548
15.52,7.08320855857988
15.56,7.08320855852812
15.6,7.08320855847046
15.64,7.0832085584071
15.68,7.0832085583383
15.72,7.08320855826431
15.76,7.08320855818544
15.8,7.08320855810199
15.84,7.0832085580143
15.88,7.08320855792272
15.92,7.08320855782759
15.96,7.08320855772931
16,7.08320855762826
16.04,7.08320855752482
16.08,7.08320855741943
16.12,7.08320855731248
16.16,7.08320855720439
16.2,7.08320855709563
16.24,7.08320855698657
16.28,7.08320855687768
16.32,7.08320855676938
16.36,7.0832085566621
16.4,7.08320855655624
16.44,7.08320855645226
16.48,7.08320855635053
16.52,7.08320855625146
16.56,7.08320855615547
16.6,7.0832085560629
16.64,7.08320855597415
16.68,7.08320855588954
16.72,7.08320855580943
16.76,7.08320855573411
16.8,7.08320855566391
16.84,7.08320855559907
16.88,7.08320855553987
16.92,7.08320855548654
16.96,7.08320855543929
17,7.08320855539829
17.04,7.08320855536375
17.08,7.08320855533574
17.12,7.08320855531441
17.16,7.08320855529984
17.2,7.08320855529208
17.24,7.08320855529117
17.28,7.08320855529712
17.32,7.08320855530989
17.36,7.08320855532942
17.4,7.08320855535565
17.44,7.08320855538849
17.48,7.0832085554278
17.52,7.0832085554734
17.56,7.08320855552515
17.6,7.0832085555828
17.64,7.08320855564617
17.68,7.08320855571498
17.72,7.08320855578897
17.7599999999999,7.08320855586784
17.7999999999999,7.08320855595128
17.8399999999999,7.08320855603897
17.8799999999999,7.08320855613056
17.9199999999999,7.08320855622568
17.9599999999999,7.08320855632396
17.9999999999999,7.08320855642502
18.0399999999999,7.08320855652845
18.0799999999999,7.08320855663385
18.1199999999999,7.08320855674079
18.1599999999999,7.08320855684887
18.1999999999999,7.08320855695764
18.2399999999999,7.08320855706669
18.2799999999999,7.08320855717559
18.3199999999999,7.08320855728389
18.3599999999999,7.08320855739117
18.3999999999999,7.08320855749702
18.4399999999999,7.08320855760102
18.4799999999999,7.08320855770274
18.5199999999999,7.0832085578018
18.5599999999999,7.0832085578978
18.5999999999999,7.08320855799035
18.6399999999999,7.08320855807912
18.6799999999999,7.08320855816371
18.7199999999999,7.08320855824383
18.7599999999999,7.08320855831914
18.7999999999999,7.08320855838936
18.8399999999999,7.08320855845419
18.8799999999999,7.08320855851338
18.9199999999999,7.08320855856671
18.9599999999999,7.08320855861397
18.9999999999999,7.08320855865497
19.0399999999999,7.08320855868951
19.0799999999999,7.08320855871752
19.1199999999999,7.08320855873884
19.1599999999999,7.08320855875341
19.1999999999999,7.08320855876117
19.2399999999999,7.08320855876208
19.2799999999999,7.08320855875614
19.3199999999999,7.08320855874337
19.3599999999999,7.08320855872383
19.3999999999999,7.0832085586976
19.4399999999999,7.08320855866477
19.4799999999999,7.08320855862546
19.5199999999999,7.08320855857986
19.5599999999999,7.08320855852812
19.5999999999999,7.08320855847046
19.6399999999999,7.0832085584071
19.6799999999999,7.08320855833828
19.7199999999999,7.08320855826429
19.7599999999999,7.08320855818543
19.7999999999999,7.08320855810199
19.8399999999999,7.0832085580143
19.8799999999999,7.08320855792271
19.9199999999999,7.08320855782758
19.9599999999999,7.08320855772931
19.9999999999999,7.08320855762825
20.0399999999999,7.08320855752481
20.0799999999999,7.08320855741942
20.1199999999999,7.08320855731247
20.1599999999999,7.08320855720441
20.1999999999999,7.08320855709563
20.2399999999998,7.08320855698659
20.2799999999998,7.08320855687769
20.3199999999998,7.08320855676938
20.3599999999998,7.0832085566621
20.3999999999998,7.08320855655625
20.4399999999998,7.08320855645226
20.4799999999998,7.08320855635054
20.5199999999998,7.08320855625147
20.5599999999998,7.08320855615547
20.5999999999998,7.08320855606291
20.6399999999998,7.08320855597416
20.6799999999998,7.08320855588956
20.7199999999998,7.08320855580944
20.7599999999998,7.08320855573413
20.7999999999998,7.08320855566392
20.8399999999998,7.08320855559908
20.8799999999998,7.08320855553989
20.9199999999998,7.08320855548655
20.9599999999998,7.0832085554393
20.9999999999998,7.08320855539831
21.0399999999998,7.08320855536375
21.0799999999998,7.08320855533575
21.1199999999998,7.08320855531442
21.1599999999998,7.08320855529985
21.1999999999998,7.0832085552921
21.2399999999998,7.08320855529119
21.2799999999998,7.08320855529713
21.3199999999998,7.08320855530989
21.3599999999998,7.08320855532943
21.3999999999998,7.08320855535567
21.4399999999998,7.0832085553885
21.4799999999998,7.0832085554278
21.5199999999998,7.0832085554734
21.5599999999998,7.08320855552514
21.5999999999998,7.08320855558281
21.6399999999998,7.08320855564616
21.6799999999998,7.08320855571499
21.7199999999998,7.08320855578896
21.7599999999998,7.08320855586784
21.7999999999998,7.08320855595128
21.8399999999998,7.08320855603897
21.8799999999998,7.08320855613055
21.9199999999998,7.08320855622567
21.9599999999998,7.08320855632396
21.9999999999998,7.08320855642501
22.0399999999998,7.08320855652844
22.0799999999998,7.08320855663384
22.1199999999998,7.08320855674078
22.1599999999998,7.08320855684886
22.1999999999998,7.08320855695763
22.2399999999998,7.08320855706669
22.2799999999998,7.08320855717558
22.3199999999998,7.08320855728388
22.3599999999998,7.08320855739117
22.3999999999998,7.08320855749702
22.4399999999998,7.083208557601
22.4799999999998,7.08320855770272
22.5199999999998,7.08320855780178
22.5599999999998,7.08320855789778
22.5999999999998,7.08320855799035
22.6399999999998,7.0832085580791
22.6799999999997,7.08320855816371
22.7199999999997,7.08320855824383
22.7599999999997,7.08320855831914
22.7999999999997,7.08320855838935
22.8399999999997,7.08320855845419
22.8799999999997,7.08320855851337
22.9199999999997,7.08320855856671
22.9599999999997,7.08320855861397
22.9999999999997,7.08320855865495
23.0399999999997,7.08320855868952
23.0799999999997,7.08320855871753
23.1199999999997,7.08320855873884
23.1599999999997,7.08320855875342
23.1999999999997,7.08320855876116
23.2399999999997,7.08320855876208
23.2799999999997,7.08320855875613
23.3199999999997,7.08320855874338
23.3599999999997,7.08320855872382
23.3999999999997,7.0832085586976
23.4399999999997,7.08320855866477
23.4799999999997,7.08320855862547
23.5199999999997,7.08320855857986
23.5599999999997,7.08320855852812
23.5999999999997,7.08320855847045
23.6399999999997,7.0832085584071
23.6799999999997,7.08320855833829
23.7199999999997,7.0832085582643
23.7599999999997,7.08320855818543
23.7999999999997,7.08320855810199
23.8399999999997,7.0832085580143
23.8799999999997,7.08320855792272
23.9199999999997,7.08320855782759
23.9599999999997,7.08320855772931
23.9999999999997,7.08320855762825
24.0399999999997,7.08320855752482
24.0799999999997,7.08320855741942
24.1199999999997,7.08320855731248
24.1599999999997,7.08320855720441
24.1999999999997,7.08320855709563
24.2399999999997,7.08320855698657
24.2799999999997,7.08320855687769
24.3199999999997,7.08320855676938
24.3599999999997,7.0832085566621
24.3999999999997,7.08320855655625
24.4399999999997,7.08320855645226
24.4799999999997,7.08320855635053
24.5199999999997,7.08320855625148
24.5599999999997,7.08320855615548
24.5999999999997,7.08320855606291
24.6399999999997,7.08320855597415
24.6799999999997,7.08320855588955
24.7199999999997,7.08320855580944
24.7599999999997,7.08320855573413
24.7999999999997,7.08320855566392
24.8399999999997,7.08320855559908
24.8799999999997,7.08320855553989
24.9199999999997,7.08320855548656
24.9599999999997,7.0832085554393
24.9999999999997,7.08320855539831
25.0399999999997,7.08320855536375
25.0799999999997,7.08320855533574
25.1199999999996,7.08320855531442
25.1599999999996,7.08320855529985
25.1999999999996,7.08320855529209
25.2399999999996,7.08320855529118
25.2799999999996,7.08320855529713
25.3199999999996,7.08320855530989
25.3599999999996,7.08320855532943
25.3999999999996,7.08320855535567
25.4399999999996,7.0832085553885
25.4799999999996,7.0832085554278
25.5199999999996,7.08320855547341
25.5599999999996,7.08320855552515
25.5999999999996,7.08320855558281
25.6399999999996,7.08320855564617
25.6799999999996,7.08320855571498
25.7199999999996,7.08320855578897
25.7599999999996,7.08320855586784
25.7999999999996,7.08320855595128
25.8399999999996,7.08320855603897
25.8799999999996,7.08320855613056
25.9199999999996,7.08320855622567
25.9599999999996,7.08320855632395
25.9999999999996,7.08320855642501
26.0399999999996,7.08320855652845
26.0799999999996,7.08320855663384
26.1199999999996,7.08320855674079
26.1599999999996,7.08320855684886
26.1999999999996,7.08320855695763
26.2399999999996,7.08320855706669
26.2799999999996,7.08320855717558
26.3199999999996,7.08320855728388
26.3599999999996,7.08320855739117
26.3999999999996,7.08320855749701
26.4399999999996,7.08320855760101
26.4799999999996,7.08320855770273
26.5199999999996,7.08320855780179
26.5599999999996,7.08320855789778
26.6,7.08320855799034
