"Time [ms]","InducedVoltage(Phase_A)-InducedVoltage(Phase_B) [V]"
0,110.234250775169
0.05,110.002249019837
0.1,109.770247264504
0.15,108.775432963972
0.2,107.825911933668
0.25,107.402149161526
0.3,107.063960325514
0.35,109.615715910453
0.4,114.690762449526
0.45,120.719286144161
0.5,124.950263015116
0.55,129.651884431231
0.6,135.597283278942
0.65,143.636145832716
0.7,151.554253438431
0.75,158.076334562961
0.8,162.293835388296
0.85,164.76635240675
0.9,164.171168057166
0.95,162.833308812985
1,160.121216795935
1.05,157.294545695314
1.1,154.693558187018
1.15,154.560944048677
1.2,159.253602243355
1.25,166.881198072845
1.3,173.369293073256
1.35,177.825943227307
1.4,182.996742729602
1.45,190.926895821338
1.5,200.062717113433
1.55,208.22252881163
1.6,214.466028895619
1.65,217.869593045098
1.7,219.573889730753
1.75,217.186683298157
1.8,212.63098093117
1.85,205.596803005935
1.9,197.067472360675
1.95,187.930652017471
2,181.31452589844
2.05,176.342573969814
2.1,171.735918771261
2.15,163.986894449348
2.2,157.315132156903
2.25,154.154445807992
2.3,155.611221468011
2.35,158.08969128963
2.4,161.020615908762
2.45,163.467277013253
2.5,164.750669479216
2.55,164.241557733546
2.6,161.189229515856
2.65,156.016477820606
2.7,148.953510153993
2.75,141.07134529061
2.8,133.370635141953
2.85,128.020520133094
2.9,123.39937751455
2.95,118.968235607615
3,112.85829227462
3.05,108.445939479884
3.1,106.944898257141
3.15,107.491711591671
3.2,108.152777430703
3.25,109.234067474417
3.3,109.902823433977
3.35,109.918204584442
3.4,108.058353974494
3.45,105.00076998988
3.5,99.7508298458589
3.55,92.3629028773956
3.6,83.8651810623173
3.65,75.5365487306067
3.7,66.697355933975
3.75,56.400957528551
3.8,44.7789797159517
3.85,32.8664566163661
3.9,23.2608444497956
3.95,16.4991445249202
4,10.9139041919581
4.05,6.1698874095845
4.1,3.0514812413507
4.15,1.0516118135373
4.2,-0.1776718084446
4.25,-1.6459928891877
4.3,-3.9570293003782
4.35,-7.5400870930736
4.4,-12.6980114703052
4.45,-18.593260823277
4.5,-26.1196181479367
4.55,-36.640772079739
4.6,-48.8212416894862
4.65,-59.9270400730481
4.7,-69.8708399531425
4.75,-78.2635132021356
4.8,-86.7981617727496
4.85,-94.9513376844397
4.9,-101.66805586996
4.95,-106.192628009246
5,-108.992033432592
5.05,-110.001696066044
5.1,-109.77024813875
5.15,-108.775432963371
5.2,-107.825911934055
5.25,-107.402149163374
5.3,-107.063960323951
5.35,-109.615715907089
5.4,-114.690762452102
5.44999999999999,-120.719286145037
5.49999999999999,-124.950263014623
5.54999999999999,-129.651884432286
5.59999999999999,-135.597283278155
5.64999999999999,-143.636145832555
5.69999999999999,-151.554253437965
5.74999999999999,-158.07633456415
5.79999999999999,-162.293835387667
5.84999999999999,-164.766352405114
5.89999999999999,-164.171168057264
5.94999999999999,-162.83330881476
5.99999999999999,-160.121216794658
6.04999999999999,-157.294545695429
6.09999999999999,-154.693558188479
6.14999999999999,-154.560944046487
6.19999999999999,-159.253602244987
6.24999999999999,-166.881198069603
6.29999999999999,-173.369293074929
6.34999999999999,-177.825943229773
6.39999999999999,-182.996742727924
6.44999999999999,-190.926895823159
6.49999999999999,-200.062717111596
6.54999999999999,-208.222528813118
6.59999999999999,-214.466028893233
6.64999999999999,-217.869593045393
6.69999999999999,-219.573889729987
6.74999999999999,-217.186683297877
6.79999999999999,-212.630980931911
6.84999999999999,-205.596803008272
6.89999999999999,-197.067472357682
6.94999999999999,-187.930652017818
6.99999999999999,-181.314525899035
7.04999999999999,-176.342573970421
7.09999999999998,-171.735918771164
7.14999999999998,-163.986894451332
7.19999999999998,-157.315132153959
7.24999999999998,-154.15444580636
7.29999999999998,-155.611221471756
7.34999999999998,-158.089691290044
7.39999999999998,-161.020615907413
7.44999999999998,-163.467277014575
7.49999999999998,-164.75066947758
7.54999999999998,-164.241557734381
7.59999999999998,-161.189229515345
7.64999999999998,-156.016477821152
7.69999999999998,-148.953510152747
7.74999999999998,-141.071345291498
7.79999999999998,-133.370635141232
7.84999999999998,-128.020520135142
7.89999999999998,-123.399377514956
7.94999999999998,-118.968235605971
7.99999999999998,-112.858292276093
8.04999999999998,-108.445939478299
8.09999999999998,-106.944898257511
8.14999999999998,-107.491711592413
8.19999999999998,-108.152777428298
8.24999999999998,-109.234067474597
8.29999999999998,-109.902823435422
8.34999999999998,-109.918204585351
8.39999999999998,-108.058353973205
8.44999999999998,-105.00076999075
8.49999999999998,-99.7508298456803
8.54999999999998,-92.3629028771397
8.59999999999998,-83.8651810626548
8.64999999999998,-75.5365487306819
8.69999999999998,-66.6973559334371
8.74999999999997,-56.4009575282673
8.79999999999997,-44.778979716053
8.84999999999997,-32.8664566159475
8.89999999999997,-23.2608444503879
8.94999999999997,-16.4991445249202
8.99999999999997,-10.9139041921508
9.04999999999997,-6.1698874087523
9.09999999999997,-3.0514812418647
9.14999999999997,-1.0516118127501
9.19999999999997,0.177671807758401
9.24999999999997,1.6459928889712
9.29999999999997,3.957029300054
9.34999999999997,7.5400870935321
9.39999999999997,12.6980114703246
9.44999999999997,18.593260823333
9.49999999999997,26.1196181484402
9.54999999999997,36.6407720788897
9.59999999999997,48.8212416902345
9.64999999999997,59.9270400733884
9.69999999999997,69.8708399522937
9.74999999999997,78.2635132031278
9.79999999999997,86.7981617725594
9.84999999999997,94.9513376838962
9.89999999999997,101.668055869124
9.94999999999997,106.192628010575
9.99999999999997,108.992033432664
10.05,110.001696064891
10.1,109.77024813715
10.15,108.775432965797
10.2,107.825911932989
10.25,107.40214916386
10.3,107.063960324823
10.35,109.615715907872
10.4,114.690762451173
10.45,120.719286144915
10.5,124.950263013585
10.55,129.651884432749
10.6,135.597283275892
10.65,143.636145833065
10.7,151.554253440991
10.75,158.076334560655
10.8,162.29383538878
10.85,164.766352408271
10.9,164.171168056889
10.95,162.833308813089
11,160.121216792902
11.05,157.294545698069
11.1,154.693558186096
11.15,154.560944050037
11.2,159.253602242077
11.25,166.881198071923
11.3,173.369293075255
11.35,177.825943225896
11.4,182.996742728474
11.45,190.926895824129
11.5,200.062717112718
11.55,208.222528810823
11.6,214.466028895284
11.65,217.869593046949
11.7,219.573889726574
11.75,217.186683301419
11.8,212.630980932512
11.85,205.596803006082
11.9,197.067472358824
11.95,187.930652016449
12,181.31452589916
12.05,176.342573969599
12.1,171.735918769642
12.15,163.986894453583
12.2,157.3151321552
12.25,154.154445807023
12.3,155.611221469098
12.35,158.089691290872
12.4,161.02061590783
12.45,163.467277013139
12.5,164.750669478827
12.55,164.241557734293
12.6,161.189229515171
12.65,156.016477820882
12.7,148.953510153738
12.75,141.071345290306
12.8,133.370635142426
12.85,128.020520133982
12.8999999999999,123.399377514116
12.9499999999999,118.968235606897
12.9999999999999,112.858292275114
13.0499999999999,108.445939479052
13.0999999999999,106.944898257984
13.1499999999999,107.491711591381
13.1999999999999,108.1527774302
13.2499999999999,109.234067474076
13.3,109.902823435081
